move,observations,time step
"[0.1,0.0]","[[1.0282085251851076, -1.6386000577655342], [0.08584761761829723, -3.026648836698099], [1.0738532053957437, -3.133980831005381], [0.9859685812980635, 1.649327045827713], [1.4722806315178913, 2.406445537744538]]",0.2
"[0.1,0.0]","[[1.0204333112648152, -1.6783733766934132], [0.08823728038104313, -3.067873197453436], [1.108066462197235, -3.170943818624819], [1.0217688622755094, 1.6744631544834074], [1.480341016082446, 2.403458915108276]]",0.2
"[0.1,0.0]","[[0.9984695922139759, -1.6963690126409505], [0.11961599475547709, -3.084918126061455], [1.113562066456787, -3.1260911778792195], [1.0146662282557144, 1.6799963299130325], [1.489798020847723, 2.4369603108402864]]",0.2
"[0.1,0.0]","[[1.0136027938665333, -1.7025370118323326], [0.14431906111848022, -3.0773350370294534], [1.1410597622321843, -3.082916144821982], [0.9851467233786332, 1.7003014409193768]]",0.2
"[0.1,0.0]","[[1.0300138792774738, -1.7307252640845228], [0.16222395448923183, -3.092375511154844], [1.1641768556249408, -3.122056016996366], [1.0012901695223815, 1.7406342605961085]]",0.2
"[0.1,0.0]","[[1.0323824327953026, -1.7548433410577835], [0.17624860131091608, -3.112262438713182], [1.1727203441954523, -3.1112820617122323], [1.0010521229350426, 1.7776553282792975]]",0.2
"[0.1,0.0]","[[1.0143150285362947, -1.7799703729614549], [0.20594643312078872, -3.08178677667679], [1.2120704220548641, -3.1137869627929073], [1.0027656155051188, 1.7771254608168607]]",0.2
"[0.1,0.0]","[[1.0352778283500585, -1.7865771832605475], [0.2192555149291933, -3.093299767663385], [1.2290973837494101, -3.1250047306641995], [1.0214424086058524, 1.7636465056131927]]",0.2
"[0.1,0.0]","[[1.0270699633622078, -1.765840970260992], [0.236940233102188, -3.0951780041960424], [1.2384534602774504, -3.116879769803908], [1.0229060390368578, 1.840238432292891]]",0.2
"[0.1,0.0]","[[1.0358002571006828, -1.8452341235962457], [0.27011632436807814, -3.108128548257715], [1.2610713778147329, -3.114051302787597], [1.02589506993255, 1.8339784484900412]]",0.2
"[0.1,0.0]","[[1.0525115123270898, -1.8544939506344793], [0.26553232159619816, -3.1000904796756044], [1.275302117281762, -3.13971957369017], [1.0203847890017261, 1.8596523369660127]]",0.2
"[0.1,0.0]","[[1.045969151913831, -1.8907140072494524], [0.3102845433523743, -3.1231094891496802], [1.2867054170712013, -3.144114636771864], [1.0197616824582978, 1.8497206544509377]]",0.2
"[0.1,0.0]","[[1.060156969647938, -1.8712182109635107], [0.3212074947478679, -3.126626316966306], [1.312070900279361, -3.1337844180111447], [1.0526123536114176, 1.8512206021050002]]",0.2
"[0.1,0.0]","[[1.0819794078062464, -1.915898841943923], [0.3221651053690504, -3.129550249071542], [1.3369424333714666, -3.161133660830431], [1.048780689434502, 1.9086491420267133]]",0.2
"[0.1,0.0]","[[1.0627714581076164, -1.942801096042726], [0.3361703067366084, -3.1236102706326405], [1.3573125375908746, -3.0990331705277665], [1.0495443140815122, 1.9347650630397932]]",0.2
"[0.1,0.0]","[[1.0879358830984645, -1.941291049252945], [0.3865131607278376, -3.1224843375530944], [1.3949334381779137, -3.1314994549781874], [1.0564847884749715, 1.9388029592941722]]",0.2
"[0.1,0.0]","[[1.0883007362307764, -1.9412919958290666], [0.38789130884249545, -3.152638209487634], [1.412964072644767, -3.155928522259339], [1.0768464614396729, 1.9563495201762657]]",0.2
"[0.1,0.0]","[[1.112128888086203, -1.9678476775559517], [0.41787140500603664, -3.126006324229223], [1.4083943936261514, -3.1220430452549732], [1.0733132190808212, 1.9628292087319497]]",0.2
"[0.1,0.0]","[[1.100913877279239, -2.0070616267542443], [0.4235603382338771, -3.1416315293203287], [1.447293657103882, -3.139633766384298], [1.1008705550325342, 1.9844880288706273]]",0.2
"[0.1,0.0]","[[1.110502568557611, -1.9943158636513096], [0.4540571093192595, -3.0981358793097566], [1.4653589952438484, -3.1456984642826726], [1.1109588515240025, 1.9752941398312902]]",0.2
"[0.1,0.0]","[[1.1281081685734762, -1.9940541679517085], [0.483185391413218, -3.121059111573413], [1.473843525920103, -3.122157986715981], [1.099115238515002, 2.0349110906245036]]",0.2
"[0.1,0.0]","[[1.1531311180226718, -2.0266660984263147], [0.5160581238875168, -3.128161867677058], [1.4887805044447997, -3.1222613735838944], [1.096913840065291, 2.033242155660414]]",0.2
"[0.1,0.0]","[[1.125346305681253, -2.0394506994809882], [0.522444870181458, -3.1133372352963806], [1.1306428084494133, 2.0557175910407737]]",0.2
"[0.1,0.0]","[[1.1518547746987349, -2.09167699141334], [0.530580661403548, -3.1111359243597003], [1.13389424534841, 2.0496198977321862]]",0.2
"[0.1,0.0]","[[1.1598407982991343, -2.0871881937338594], [0.5628973753410764, -3.1275521736346743], [1.1304215534675621, 2.0868362761122943]]",0.2
"[0.1,0.0]","[[1.1629476538167776, -2.1196425964181125], [0.5608415022712311, -3.1225564402573127], [1.1369545918474908, 2.093925166921026]]",0.2
"[0.1,0.0]","[[1.1797147250830033, -2.1215477269014933], [0.5865599401436404, -3.124815373330402], [1.153697990954874, 2.1095465825792976]]",0.2
"[0.1,0.0]","[[1.1898439492917692, -2.1477568003186907], [0.6093832676095531, -3.143270956122782], [1.1601001694375528, 2.112960467625325]]",0.2
"[0.1,0.0]","[[1.193743249104399, -2.1335732490116244], [0.6369603399964883, -3.135775061919495], [1.164933888035762, 2.1501923606803777]]",0.2
"[0.1,0.0]","[[1.21607231650105, -2.1570712059916706], [0.6602591282674998, -3.1337160835473084], [1.1731518758671322, 2.1613425773100468]]",0.2
"[0.1,0.0]","[[1.2307046372646981, -2.177808917148896], [0.6694018702300968, -3.13139293340298], [1.2062956633494801, 2.1807354508668166]]",0.2
"[0.1,0.0]","[[1.2278047437286466, -2.1723565860234855], [0.6788908781468437, -3.148692406222233], [1.2133577747963755, 2.1782465304311285]]",0.2
"[0.1,0.0]","[[1.2332122732636341, -2.203947185269727], [0.7245864588883077, -3.1253324432534915], [1.2249035599217555, 2.2058839703960746]]",0.2
"[0.1,0.0]","[[1.2462443248394761, -2.22025752038171], [0.7174938825816903, -3.128007716736714], [1.2306765114244536, 2.2356873890297733]]",0.2
"[0.1,0.0]","[[1.2455749764160755, -2.2289857929114247], [0.7554693787725069, -3.1325914323152912], [1.246589779733437, 2.2327142987667052]]",0.2
"[0.1,0.0]","[[1.2811625981792283, -2.2052245089076883], [0.7887068269856958, -3.134546392424197], [1.2484882278469502, 2.261571663496872]]",0.2
"[0.1,0.0]","[[1.281917285770419, -2.237946737238182], [0.808535214910592, -3.1434550244867983], [1.2691277206876659, 2.2337960689063188]]",0.2
"[0.1,0.0]","[[1.2900824785365248, -2.229825049716345], [0.820413485028695, -3.1189385011629316], [1.274683267563524, 2.255578713948729]]",0.2
"[0.1,0.0]","[[1.3156143352914937, -2.277949686101136], [0.8223233901747113, -3.142382669853349], [1.2814169090819867, 2.26684152551642]]",0.2
"[0.1,0.0]","[[1.329891013816335, -2.2743450583100873], [0.8414463569944354, -3.09564839854657], [1.2984822224767139, 2.2666785622539103]]",0.2
"[0.1,-0.1]","[[1.3342879039862425, -2.2701700165947782], [0.8581794755650295, -3.134559588116928], [1.3319905211653695, 2.2971303905802083]]",0.2
"[0.1,-0.1]","[[1.3517560501875703, -2.2570389879289285], [0.908529463857983, -3.0885769963974594], [1.3195964405320946, 2.348815948782098]]",0.2
"[0.1,-0.1]","[[1.3507211732012858, -2.2481678887233505], [0.9360114038729983, -3.0780940008238225], [1.3543856383908883, 2.364087062219033]]",0.2
"[0.1,-0.1]","[[1.384052318001515, -2.2593943427495073], [0.9167162927361041, -3.0605028640402407], [1.368114375065666, 2.4129358041345967]]",0.2
"[0.1,-0.1]","[[1.3974001344943756, -2.230455339790298], [0.9674267858185672, -3.019487309898306], [1.3870678939100773, 2.3990825410736716]]",0.2
"[0.1,-0.1]","[[1.4136091842115455, -2.2279924362783294], [0.9727233004976621, -2.998507034918499], [1.3906774255932322, 2.4771402735620014]]",0.2
"[0.1,-0.1]","[[1.4260651424914232, -2.205099458752631], [0.9919174429676522, -3.016750433683401], [1.4057885046323102, 2.5202937552444733]]",0.2
"[0.1,-0.1]","[[1.4088690308101464, -2.219725859817282], [0.9985277391646055, -2.9893418699333845], [1.430386347251793, 2.515653696738931]]",0.2
"[0.1,-0.1]","[[1.432959603979508, -2.217654079083755], [1.0440562627221808, -2.971625659194372], [1.4417200821538674, 2.5162556800382236]]",0.2
"[0.1,-0.1]","[[1.4533075350958633, -2.1748613985839764], [1.0664206398722902, -2.9690070138442892], [1.4705343001315379, 2.562492329340806]]",0.2
"[0.1,-0.1]","[[1.4472522247904462, -2.1878780661472628], [1.0755093016835986, -2.9296289556631296], [1.478614820093841, 2.582291071227173]]",0.2
"[0.1,-0.1]","[[1.4786179806986666, -2.163913804649646], [1.0854838103291784, -2.884851577091219], [1.4938004672307965, 2.605203105257205]]",0.2
"[0.1,-0.1]","[[1.4778955704951144, -2.1931939021701514], [1.1130292509366577, -2.9324240332033775]]",0.2
"[0.1,-0.1]","[[1.5074161658760619, -2.146182014546585], [1.1336138077359654, -2.873376633448035]]",0.2
"[0.1,-0.1]","[[1.1486164229010083, -2.9140479403266517]]",0.2
"[0.1,-0.1]","[[1.1718834928484847, -2.8467961701551476]]",0.2
"[0.1,-0.1]","[[1.2024403409001911, -2.8424406235724695]]",0.2
"[0.1,-0.1]","[[1.20397239280252, -2.8199997563359243]]",0.2
"[0.1,-0.1]","[[1.2434130100238958, -2.8104960044733134]]",0.2
"[0.1,-0.1]","[[1.2460295056852662, -2.771560547713254]]",0.2
"[0.1,-0.1]","[[1.299009298630823, -2.7638705299040165]]",0.2
"[0.1,-0.1]","[[1.2813671473535604, -2.774941794684863]]",0.2
"[0.1,-0.1]","[[1.3072961411345503, -2.747058529645993]]",0.2
"[0.1,-0.1]","[[1.3204086065859126, -2.739338692795443]]",0.2
"[0.1,-0.1]","[[1.3493335077099853, -2.7041364072734444]]",0.2
"[0.1,-0.1]","[[1.3698472854665626, -2.716120019250033]]",0.2
"[0.1,-0.1]","[[1.378650593595386, -2.7199675629106808]]",0.2
"[0.1,-0.1]","[[1.3879607705105503, -2.6389542350096384]]",0.2
"[0.1,-0.1]","[[1.4057357507828983, -2.695142763478203]]",0.2
"[0.1,-0.1]","[[1.4203252618445046, -2.651402681672811]]",0.2
"[0.1,-0.1]","[[1.4351760628710855, -2.6298487410724314]]",0.2
"[0.1,-0.1]","[[1.4523056591581271, -2.6335479251429277]]",0.2
"[0.1,-0.1]","[[1.4994434652481352, -2.62973233102165]]",0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]",[],0.2
"[0.1,-0.1]","[[1.4997153581582414, -0.5068767876579754]]",0.2
"[0.1,-0.1]","[[1.4709409542702285, -0.47227643583359896]]",0.2
"[0.1,-0.1]","[[1.46472360531949, -0.4765938288646086]]",0.2
"[0.1,-0.1]","[[1.4503516759812236, -0.42675056485925356]]",0.2
"[0.1,-0.1]","[[1.4058774594534347, -0.4436668474698319]]",0.2
"[0.1,-0.1]","[[1.410529106694473, -0.44286832172410046]]",0.2
"[0.1,-0.1]","[[1.3737854600357366, -0.4134976989629951]]",0.2
"[0.1,-0.1]","[[1.3999662522823562, -0.40064644505388]]",0.2
"[0.1,-0.1]","[[1.3558303147118331, -0.3938708575984329]]",0.2
"[0.1,-0.1]","[[1.3218927076665128, -0.36668389299123255]]",0.2
"[0.1,-0.1]","[[1.3279701147231604, -0.33600909503768134]]",0.2
"[0.1,-0.1]","[[1.2859355044852772, -0.3507437860778255]]",0.2
"[0.1,-0.1]","[[1.2483501253570408, -0.31679108599225103]]",0.2
"[0.1,-0.1]","[[1.262239760882886, -0.3379380136074746]]",0.2
"[0.1,-0.1]","[[1.239151591422926, -0.3303517631502945]]",0.2
"[0.1,-0.1]","[[1.2225711758987683, -0.30572602239368535]]",0.2
"[0.1,-0.1]","[[1.2025300096984355, -0.27519365359447656]]",0.2
"[0.1,-0.1]","[[1.1721285466885414, -0.2673661201061606]]",0.2
"[0.1,-0.1]","[[1.1656214862604413, -0.23162701738503064], [1.4934452837652514, -0.948784803106396]]",0.2
"[0.1,-0.1]","[[1.1471988669472835, -0.23008291100416944], [1.4808117921071726, -0.937350588252201]]",0.2
"[0.1,-0.1]","[[1.1034790102200747, -0.1977893715014121], [1.4743136872261382, -0.9478886703141011]]",0.2
"[0.1,-0.1]","[[1.0914754018775947, -0.17308089277617295], [1.461598449371884, -0.9307404178431261]]",0.2
"[0.1,-0.1]","[[1.4910521406473076, 0.5548355611869334], [1.1052444300503068, -0.1923290447736906], [1.4619052760252669, -0.9538907098298787]]",0.2
"[0.1,-0.1]","[[1.485180870723469, 0.5641249294363623], [1.0387116166612702, -0.16935707853604992], [1.4460970054463869, -0.9276576153420025]]",0.2
"[0.1,-0.1]","[[1.4737038973048968, 0.6523140461273338], [1.0372427113044935, -0.14869252453407733], [1.4226608552142406, -0.9244204683851167]]",0.2
"[0.1,-0.1]","[[1.4379227220769875, 0.6700818099140784], [1.0109484569979885, -0.1075362979289369], [1.4266499307398914, -0.9057393311036499]]",0.2
"[0.1,-0.1]","[[1.4385770726531215, 0.6595987358406801], [0.9832292915113816, -0.09095475742680503], [1.4139715891559632, -0.8830066693103571]]",0.2
"[0.1,-0.1]","[[1.4156249679972648, 0.6882752333290807], [0.9798585504900913, -0.0872240352888663], [1.390465579769509, -0.8627441679043261]]",0.2
"[0.1,-0.1]","[[1.3959803474847186, 0.7351017237467707], [0.9673180116406207, -0.06283795842928212], [1.3734459409275122, -0.8867021139147577]]",0.2
"[0.1,-0.1]","[[1.3712632966026759, 0.7581358999996866], [0.9528315633030886, -0.026795854797093985], [1.3715720555020579, -0.8675939044837283]]",0.2
"[0.1,-0.1]","[[1.381674459453094, 0.7913757890791469], [0.9244149064333773, -0.044829900739195294], [1.3500089561215594, -0.8378129877836323]]",0.2
"[0.1,-0.1]","[[1.3603139716832795, 0.8337391419447676], [0.8965806466532131, -0.011682553895623607], [1.3386180521123645, -0.8701440494513332]]",0.2
"[0.1,-0.1]","[[1.3618288798329221, 0.8496757406091866], [0.8688769637016401, 0.003634499264803617], [1.3258116185866922, -0.8112082161541452]]",0.2
"[0.1,-0.1]","[[1.3154784928394918, 0.8674411174246549], [0.8504541260784446, 0.06307503998890632], [1.3241320497219764, -0.8342604852330946]]",0.2
"[0.1,-0.1]","[[1.3249444694636676, 0.9102689144338905], [0.8500949912569746, 0.03701921567534307], [1.2837596115328098, -0.8356692386915094]]",0.2
"[0.1,-0.1]","[[1.3157311077407519, 0.9208077873955036], [0.8343750406321928, 0.06543564214598364], [1.2819159449312036, -0.8215510379957798]]",0.2
"[0.1,-0.1]","[[1.3112978226226215, 0.978549647698178], [0.8143439674463852, 0.10123438234732098], [1.2808266052908155, -0.8019065183868146]]",0.2
"[0.1,-0.1]","[[1.2845644657244422, 1.0004460291625672], [0.7768462731858129, 0.1156793262833943], [1.258278811404732, -0.8129282286227896]]",0.2
"[0.1,-0.1]","[[1.259303142965014, 1.038049733300755], [0.773740397449604, 0.11232069631629096], [1.2589859571620097, -0.7976992875781219]]",0.2
"[0.1,-0.1]","[[1.2720003825808646, 1.060404954499798], [0.7309987091866265, 0.12744329415207867], [1.2380899456987555, -0.8070948949018377]]",0.2
"[0.1,-0.1]","[[1.2579460595197889, 1.120435326967332], [0.7115070599924382, 0.16497883942197478], [1.194750787076367, -0.7614222229020565]]",0.2
"[0.1,-0.1]","[[1.2497190167290655, 1.1488122546775006], [0.7010083425299027, 0.22084475716476296], [1.2199087689256043, -0.7764370527869929]]",0.2
"[0.1,-0.1]","[[1.2299839600951978, 1.1647147934373094], [0.6761612092462723, 0.2253906210749894], [1.1848826958541785, -0.7586069860519559]]",0.2
"[0.1,-0.1]","[[1.2208398799620093, 1.224379206568596], [0.6647126540192446, 0.25848158514659886], [1.1811093427199135, -0.7658595732375407]]",0.2
"[0.1,-0.1]","[[1.2223695833366304, 1.2835877777702338], [0.6445771616271536, 0.2836625830054889], [1.1363143491861456, -0.7440708626434779]]",0.2
"[0.1,-0.1]","[[1.2313197944842007, 1.2778592650108322], [0.6471391052885163, 0.33427834144332735], [1.156643965260892, -0.7440566287745518]]",0.2
"[0.1,-0.1]","[[1.2127118526513854, 1.3429852027245288], [0.605199198353139, 0.35593005400531197], [1.1254175936465354, -0.7559167314468545]]",0.2
"[0.1,-0.1]","[[1.2068807799223098, 1.341038263294793], [0.5957001019879065, 0.397404148770264], [1.0938287803148243, -0.727964926905356]]",0.2
"[0.1,-0.1]","[[1.2038465907351088, 1.4127201771549311], [0.570850053550317, 0.4057355079552733], [1.1022587415726124, -0.7095967767599527]]",0.2
"[0.1,-0.1]","[[1.181844900411476, 1.4220292126039684], [0.5613335207461916, 0.4711416305654948], [1.0832073145268892, -0.7106120431306218]]",0.2
"[0.1,-0.1]","[[1.1868028094471932, 1.457968817371622], [0.5246737921975042, 0.4755460811483755], [1.0507367352932417, -0.6925361459033686]]",0.2
"[0.1,-0.1]","[[1.1995422996389047, 1.5300971433199193], [0.5053084577226651, 0.5030980725932774], [1.0455883934131256, -0.6784683573230766]]",0.2
"[0.1,-0.1]","[[1.195125124349411, 1.5726565369056469], [0.5073295602821366, 0.5392185622148228], [1.5030474349885474, 0.44714550013263266], [1.0513384464412412, -0.7020786615171799]]",0.2
"[0.1,-0.1]","[[1.1928117009878418, 1.575388103755772], [0.4832289147910749, 0.6167273573601065], [1.4723663411246621, 0.4921518021038862], [1.0288297632051768, -0.6817531607079061]]",0.2
"[0.1,-0.1]","[[1.2019948388071848, 1.6296478951413818], [0.4434375917263219, 0.6455866876907629], [1.4515235151934631, 0.5125617329229778], [1.0098883798532123, -0.6848613969758526]]",0.2
"[0.1,-0.1]","[[1.1841967665999478, 1.6443725800802043], [0.45433129512852477, 0.6935024936992565], [1.4346242432493064, 0.5510630492425742], [1.003282413348897, -0.659333999154864]]",0.2
"[0.1,-0.1]","[[1.2090945920225202, 1.6759187193636207], [0.4175017388097376, 0.7638227049872475], [1.4148261268883333, 0.5401186644362156], [0.9773635955450513, -0.6392480775864726]]",0.2
"[0.1,-0.1]","[[1.1889409559473034, 1.716578306759819], [0.4238662330574252, 0.8204510554591279], [1.3965120926098795, 0.6137993318166423], [0.9642304609155182, -0.6630685141069941]]",0.2
"[0.1,-0.1]","[[1.1710211043233398, 1.7629197403418109], [0.41745999904430214, 0.8760494158842247], [1.4015644081739407, 0.6045159669076372], [0.950582553168367, -0.6461548613117519]]",0.2
"[0.1,-0.1]","[[1.2044131605167359, 1.8086162429031845], [0.39129963756485847, 0.936740662389138], [1.3983098470414628, 0.6362850900990159], [0.9154577771778889, -0.6104059265845294]]",0.2
"[0.1,-0.1]","[[1.19399059018508, 1.8247767448548564], [0.3849204367417685, 0.9763317975397403], [1.343427384489781, 0.6857207574264811], [0.909061524236671, -0.6332780421820196]]",0.2
"[0.1,-0.1]","[[1.2036315694223525, 1.8798644245751492], [0.3700894784164829, 1.0225182496765037], [1.3431787602316008, 0.7115481982073506], [0.9104626763568406, -0.6143078547818904]]",0.2
"[0.1,-0.1]","[[1.2038898139691319, 1.9007575759119357], [0.37360223844574697, 1.0884695864057352], [1.3183573826820283, 0.7094654969026684], [0.883193629369472, -0.6059427643239287]]",0.2
"[0.1,-0.1]","[[1.2050536022084222, 1.9334923762172596], [0.343599587113558, 1.1799845410430234], [1.3187561424169492, 0.7450189966925672], [0.867112366424698, -0.5644765331089002]]",0.2
"[0.1,-0.1]","[[1.207520736576566, 1.9766593865301], [0.3373452296413795, 1.2440263348111906], [1.3081708792551794, 0.7706961554159873], [0.8567202496555346, -0.5712234186249582]]",0.2
"[0.1,-0.1]","[[1.2546355287255453, 2.034747335237085], [0.32835303068504706, 1.3540327173687046], [1.2642436605108487, 0.81126841863612], [0.8240659741144288, -0.5882197171004416]]",0.2
"[0.1,-0.1]","[[1.2633921460563617, 2.066130533029216], [0.324148927350517, 1.4390617449948098], [1.2890305447529795, 0.8473597059384319], [0.8111300493692566, -0.589631852761135]]",0.2
"[0.1,-0.1]","[[1.250625986664726, 2.0651550708601767], [0.331813872420493, 1.5212092486260682], [1.234720332343764, 0.865123013517485], [0.8084614690549583, -0.5819207900882796]]",0.2
"[0.1,-0.1]","[[1.2748574648352007, 2.108359390138401], [0.32304131893474386, 1.551942952965382], [1.242555888836561, 0.9364462792893397], [0.7700805332716859, -0.5345557134130164]]",0.2
"[0.1,-0.1]","[[1.278824876919431, 2.1609765280868545], [0.32742401995720943, 1.666049367018555], [1.2292417145190102, 0.9324841693877736], [0.7560326850202999, -0.5880554947100128]]",0.2
"[0.1,-0.1]","[[1.2866399709112168, 2.191481044395131], [0.3498020034734455, 1.7165455259479931], [1.216516499034753, 0.9755184095940236], [0.7393998579495572, -0.5525780624446897]]",0.2
"[0.1,-0.1]","[[1.30748075294857, 2.1980747299678853], [0.3363399968570489, 1.7751924726329402], [1.21044007550879, 1.0297418625290387], [0.7320168159657674, -0.5320887969419126]]",0.2
"[0.1,-0.1]","[[1.321926468677488, 2.2537174167898515], [0.3495586382310249, 1.8618286391445888], [1.200248042278162, 1.0729071797116048], [0.705219357076253, -0.5477543519421438]]",0.2
"[0.1,-0.1]","[[1.3395700990050392, 2.2554669068861926], [0.34954974735827776, 1.9533317888792174], [1.1642844859970691, 1.0913416449559146], [0.6938358673970256, -0.5212551429308999]]",0.2
"[0.1,-0.1]","[[1.3422820931138546, 2.2975143102435087], [0.3570521754530366, 2.027756349883794], [1.1911063760575797, 1.1290493688769072], [0.6911696800920016, -0.574523111188094]]",0.2
"[0.1,-0.1]","[[1.3567302890607786, 2.3198834929938297], [0.3864651556146895, 2.0842636051871506], [1.1732659210202636, 1.1614479409341256], [0.6549551735368313, -0.5173068514508786]]",0.2
"[0.1,-0.1]","[[1.3564265356036416, 2.353752830730366], [0.382176498769676, 2.1865081018579806], [1.1611646784532317, 1.1656978921748093], [0.647137413889108, -0.5283988505432099]]",0.2
"[0.1,-0.1]","[[1.38210696699868, 2.384569670983075], [0.4095991686781514, 2.2034163284831854], [1.1633997918588745, 1.2309475826499925], [0.650219510153406, -0.5601543087233785]]",0.2
"[0.1,-0.1]","[[1.391702216141173, 2.4093624724093994], [0.413755633663891, 2.285685131209269], [1.1550674022984195, 1.2675097262243782], [0.625861095755795, -0.5471572089731352]]",0.2
"[0.1,-0.1]","[[1.4132594400404441, 2.465898367979703], [0.39841318768781075, 2.3530985275854417], [1.1419164657071832, 1.3217236819975096], [0.5901276390347443, -0.5321211513347757]]",0.2
"[0.1,-0.1]","[[1.4292715457737053, 2.443042586442258], [0.43420560057597357, 2.3962971191529503], [1.1341683457677367, 1.3364859686650874], [0.5845997816188638, -0.5077059325988587]]",0.2
"[0.1,-0.1]","[[1.4259271855295952, 2.4998151778511493], [0.43319414909210413, 2.442171401859755], [1.145377299305555, 1.368813742065888], [0.5439750539121062, -0.49337055696531884]]",0.2
"[0.1,-0.1]","[[1.4696271794322586, 2.543835285443476], [0.46032987480658444, 2.496739860933295], [1.1406298002023543, 1.4090189430481117], [0.5375733229782768, -0.5182320004306702]]",0.2
"[0.1,-0.1]","[[1.4916186000297103, 2.5932383798781444], [0.46590013059923957, 2.4954182901471214], [1.1227998446691132, 1.43623819948256], [0.520249219144732, -0.4949452202370696]]",0.2
"[0.1,-0.1]","[[1.494313583692481, 2.5899891350712374], [0.48778204371021766, 2.5669834841148487], [1.1119690624620728, 1.5045494457375705], [0.5026153457439754, -0.4643674332270312]]",0.2
"[0.1,-0.1]","[[0.5071011485470172, 2.639031853988322], [1.1310535446174235, 1.516689089606617], [0.5046508846187164, -0.5221569555574893], [1.487806832479589, -0.512220808254242]]",0.2
"[0.1,-0.1]","[[0.5093789698816742, 2.6869695477657554], [1.126425748562683, 1.553675878607992], [0.4759889755886465, -0.5172620820302986], [1.4824056166465587, -0.5284489520787137]]",0.2
"[0.1,-0.1]","[[0.5570059147752637, 2.726739377396935], [1.125734791972005, 1.5717847084761676], [0.4438597044784791, -0.5051299145594079], [1.4489338477391822, -0.4947125977011553]]",0.2
"[0.1,-0.1]","[[0.5491332183683031, 2.720690625576126], [1.1199984511954217, 1.6168146257014806], [0.4320295931824736, -0.4806073857299512], [1.452565969205079, -0.4739975042500365]]",0.2
"[0.1,-0.1]","[[0.565166341740251, 2.7642961424517614], [1.1224266787610115, 1.6655536176923926], [0.4256230932698625, -0.5154878104045844], [1.4071042869168762, -0.42525151116566706]]",0.2
