move,observations,time step
"[0.1,0.0]","[[1.0660526370019086, 1.9136049521118177], [1.1863524508688308, 0.9900267109804916], [1.0728159478006611, -1.904152663236144], [1.1738834974995325, -1.0021221460280287]]",0.2
"[0.1,0.0]","[[1.0774881917546864, 1.9207180759824238], [1.1858663752095595, 0.9979724238771621], [1.0551453956599846, -1.9587372503371625], [1.1567244456743189, -1.0331075688345943]]",0.2
"[0.1,0.0]","[[1.0730913491955847, 1.9196141821902197], [1.1571475155542372, 1.039595796032493], [1.084345383849252, -1.9559709393907976], [1.1518532325189508, -1.075238564205206]]",0.2
"[0.1,0.0]","[[1.0928407444460246, 1.969161121665558], [1.1576592612338488, 1.0568205441353125], [1.0778269109407985, -1.9789836847461049], [1.1754200185843962, -1.0410576973541639]]",0.2
"[0.1,0.0]","[[1.107457961878733, 2.0320243942714358], [1.1566493110382388, 1.0383171586259425], [1.08818589407909, -2.0026312716582724], [1.1453678315935052, -1.0591685528422785]]",0.2
"[0.1,0.0]","[[1.0919432559115045, 1.999923445921077], [1.12884626965821, 1.0603473186909607], [1.1071268485033083, -2.013723394642713], [1.1202741105983434, -1.1148600458602937]]",0.2
"[0.1,0.0]","[[1.100873569699931, 2.043054321647742], [1.1290782778276052, 1.083600069651555], [1.100825531545488, -2.0357376826668525], [1.108849916544533, -1.0904014145365006]]",0.2
"[0.1,0.0]","[[1.12207658161474, 2.051367466746171], [1.1323003774153089, 1.0977731218404496], [1.1254891728164302, -2.038684779790513], [1.1237451660523317, -1.129439414623271]]",0.2
"[0.1,0.0]","[[1.1166001505357204, 2.0657402496795045], [1.1170034460071077, 1.096632294539341], [1.105296590252858, -2.082784116355396], [1.0959694102853563, -1.1095543916282196]]",0.2
"[0.1,0.0]","[[1.1076813161534855, 2.0605782889698085], [1.0892071402760268, 1.146807073681266], [1.137856668916364, -2.0557097630648338], [1.0969479843313463, -1.1580867967819959]]",0.2
"[0.1,0.0]","[[1.13739309605632, 2.0770853411408594], [1.1085655217063206, 1.1385955861429045], [1.1486880347740493, -2.0758834458089384], [1.0905075525662562, -1.145829206029629]]",0.2
"[0.1,0.0]","[[1.1541681188988933, 2.082240371149674], [1.1017315638426222, 1.194544795038254], [1.1466519719982113, -2.0841233016702025], [1.1060090546611354, -1.181701272758091]]",0.2
"[0.1,0.0]","[[1.1676712933926507, 2.0780203074310304], [1.1001175867116615, 1.1928183000563617], [1.150875496945598, -2.117688434561592], [1.0859959620101405, -1.2022896768914957]]",0.2
"[0.1,0.0]","[[1.1781427854109663, 2.1291571117305943], [1.0574551539248498, 1.2028662119068176], [1.1640299278470712, -2.1204608489389645], [1.0667649715000724, -1.2288099628173434]]",0.2
"[0.1,0.0]","[[1.187090154743147, 2.1618242417530036], [1.0616861307689005, 1.2253246446512431], [1.206538017614803, -2.1256837995902824], [1.0526508654220306, -1.2000979814746473]]",0.2
"[0.1,0.0]","[[1.2152403121837985, 2.16829747162976], [1.0621424447555583, 1.2625887594563312], [1.1995516360093847, -2.1643580185134295], [1.0806419343030902, -1.242486034061249]]",0.2
"[0.1,0.0]","[[1.2246145660366254, 2.167259860250984], [1.0433118101105394, 1.2534508799387776], [1.2113919551741872, -2.164075643734642], [1.0569663506124525, -1.2872846509634666]]",0.2
"[0.1,0.0]","[[1.2276717800529813, 2.1943509186307817], [1.050891961917713, 1.2620929581762725], [1.2239537588967642, -2.1803532956849536], [1.0530173356865729, -1.2858445001629206]]",0.2
"[0.1,0.0]","[[1.2234936455651197, 2.2205714887550547], [1.0439459460662304, 1.2744511303229211], [1.241189402523873, -2.1884428639770035], [1.018338173328351, -1.3121897363347248]]",0.2
"[0.1,0.0]","[[1.2528348440329047, 2.2169441860485266], [1.0203450746521252, 1.336552807512491], [1.2595877850431743, -2.183703465432381], [1.0356367784541742, -1.320514166879788]]",0.2
"[0.1,0.0]","[[1.25516719570193, 2.2425081413865393], [1.0315263765810752, 1.3638834473862391], [1.2503045238045516, -2.195161139716499], [1.0223301398480804, -1.302199353729217]]",0.2
"[0.1,0.0]","[[1.293272822930002, 2.274729206716069], [1.0158957167462377, 1.3368804229544948], [1.258386435295536, -2.2272885958079978], [1.0246573651130226, -1.3804358538374302]]",0.2
"[0.1,0.0]","[[1.2652531904482167, 2.2374763316468873], [1.0256852277460013, 1.3653054287413577], [1.2900114014110942, -2.212734309215569], [1.0206092170776855, -1.364215084206225]]",0.2
"[0.1,0.0]","[[1.2848713805026815, 2.2495214746172114], [1.0016773695206749, 1.3805145658232898], [1.292273853469665, -2.2471156774902803], [1.0239421528369215, -1.4206096139312898]]",0.2
"[0.1,0.0]","[[1.2990600085173425, 2.26015183656809], [1.004664749122781, 1.399571178182279], [1.3081090903190842, -2.2731394386304387], [1.0210483641058632, -1.4274179520474792]]",0.2
"[0.1,0.0]","[[1.312060957162636, 2.2472464441454285], [1.0137380988638511, 1.4385106059253134], [1.3215868908735136, -2.287391710305787], [1.0032724342555044, -1.423223045953001]]",0.2
"[0.1,0.0]","[[1.3415823993315996, 2.3087453042076582], [1.0032423877005208, 1.4049731154286316], [1.3194490388819704, -2.310803845168379], [1.0161428834570805, -1.436239227578474]]",0.2
"[0.1,0.0]","[[1.3316919044721403, 2.306326684464857], [1.0087483218737285, 1.4910931281385462], [1.4753813237592963, 0.7241160631327341], [1.3273356434134302, -2.3007265475346435], [0.9938944003949318, -1.469125704190964], [1.4995473915297934, -0.7267389676038861]]",0.2
"[0.1,0.0]","[[1.3666248236079102, 2.3158133829077303], [1.003867677907329, 1.4914864799597647], [1.4765955782567477, 0.7582820374032962], [1.3407494737447998, -2.291844054236678], [1.0015499714242564, -1.479165844601382], [1.4764659372448428, -0.7622827823077661]]",0.2
"[0.1,0.0]","[[1.3775931743007341, 2.3330634881564687], [1.011029551727817, 1.5215340906616523], [1.4779981049437287, 0.7681392857119944], [1.3771119426910674, -2.318578428760523], [0.9888028398771342, -1.4993319445773408], [1.462062558580235, -0.7889620617210484]]",0.2
"[0.1,0.0]","[[1.4033620807279241, 2.35153314274661], [1.0111928167997637, 1.5234514153237855], [1.4555149708284512, 0.7890687004680321], [1.3851572411541018, -2.3063516347516066], [0.9964514660487523, -1.5599131230190992], [1.454839966094685, -0.7915613423929126]]",0.2
"[0.1,0.0]","[[1.3907203622815707, 2.389865479319244], [0.9949049646986446, 1.523830804225183], [1.4174221849308166, 0.7738926088623707], [1.3904632540090995, -2.3431018483296397], [0.9906600497848569, -1.5099143413248386], [1.4346016911854422, -0.7818618635294449]]",0.2
"[0.1,0.0]","[[1.4096500602784643, 2.368465455560698], [0.9966458756472659, 1.593749134531181], [1.4315450823956193, 0.7874987959508712], [1.404979641995614, -2.382080720408732], [0.9951024595696837, -1.583112722582597], [1.4198611569038322, -0.7952845873690786]]",0.2
"[0.1,0.0]","[[1.4351990502116354, 2.3304675431381887], [0.9961482813739096, 1.6138912061282558], [1.4056816080109737, 0.8222525765042141], [1.4496561380142585, -2.375102731325403], [1.0145069762719818, -1.6189707156492612], [1.3798566192990103, -0.7997203474760309]]",0.2
"[0.1,0.0]","[[1.4407212663692184, 2.395367927819246], [0.9933213265526804, 1.6381510161829713], [1.3764100150266705, 0.8140733887072344], [1.421462289070396, -2.3815728854588234], [0.9970281242266688, -1.63992422000597], [1.3854954485960371, -0.8211888610286265]]",0.2
"[0.1,0.0]","[[1.4564335440252312, 2.384399172456569], [1.0015893147939596, 1.6518108592317722], [1.3950517158032432, 0.8201111628259891], [1.4662794003615793, -2.382832215685624], [1.0178120410656104, -1.6540241343209763], [1.3634461552872241, -0.8108056465346849]]",0.2
"[0.1,0.0]","[[1.4795394392986325, 2.354367983629033], [1.0077317618505592, 1.6724992321766743], [1.3617932257911511, 0.7983890256235848], [1.462936500336087, -2.3798950827207315], [0.9951082829851814, -1.645812607805418], [1.3377249299021867, -0.8430524981002003]]",0.2
"[0.1,0.0]","[[1.5063119370177926, 2.4093085019323914], [0.9974739142879478, 1.6979444617933188], [1.3559101057400411, 0.8107120519481653], [1.470879781903092, -2.419297475982016], [0.9977782652482693, -1.658051771496955], [1.3415305398127568, -0.8619136823192208]]",0.2
"[0.1,0.0]","[[0.9962957289855144, 1.6698794127029106], [1.3181486779799043, 0.8378444796131583], [0.9909248648261273, -1.6695535941894297], [1.345936074897906, -0.8421995630402567]]",0.2
"[0.1,0.0]","[[1.0102132248974196, 1.7343183716317392], [1.310519221721445, 0.8474567944406061], [0.9789140935427514, -1.6915179420337567], [1.323197459792064, -0.8504597198843342]]",0.2
"[0.1,0.0]","[[1.0133217587777938, 1.7387430568407054], [1.2950340769629782, 0.89080569339448], [1.0207295794251952, -1.7489091113284798], [1.3110392710544705, -0.8572629203445906]]",0.2
"[0.1,0.0]","[[1.0042229799425477, 1.7400694899240163], [1.2967990589453413, 0.8828781146425703], [1.0303489912767039, -1.75993013562954], [1.299113380440871, -0.8832680612543812]]",0.2
"[0.1,0.0]","[[1.034395033962293, 1.7605301127542268], [1.274045752059214, 0.8874468037583644], [1.0243071596435518, -1.7402665799162125], [1.2902607191416362, -0.9046522276280167]]",0.2
"[0.1,0.0]","[[1.0261226895201134, 1.7952165118082895], [1.272315483709168, 0.9264817473595407], [1.003860238095561, -1.7826049129915793], [1.2767394071135252, -0.9064501833228911]]",0.2
"[0.1,0.0]","[[1.0163736002529578, 1.801433075114817], [1.2531395830114669, 0.9103049688874882], [1.0151789427449385, -1.800784385025307], [1.2566565366668017, -0.8938491785708598]]",0.2
"[0.1,0.0]","[[1.0645335640333538, 1.8411923066163414], [1.246668673053229, 0.9302201980954913], [1.0222672208762682, -1.8118225130883945], [1.2598131100443442, -0.9284346102273935]]",0.2
"[0.1,0.0]","[[1.053828760906421, 1.8638087449533074], [1.2313583039268299, 0.9644386214512218], [1.0241611406032858, -1.8037628845028777], [1.2319053364111785, -0.9632992342079583]]",0.2
"[0.1,0.0]","[[1.0497195994420905, 1.8246389826452254], [1.2441232719811774, 0.9802480230889645], [1.036954423537851, -1.8475066923788896], [1.2134903442519185, -0.9702243725365924]]",0.2
"[0.1,0.0]","[[1.0423726135123352, 1.8977594364462047], [1.2134714301498282, 0.978560301152685], [1.0468017189994219, -1.8555199874379826], [1.2002061389774625, -0.9723025967030335]]",0.2
"[0.1,0.0]","[[1.0465353073735422, 1.8803446332809692], [1.1865809959270437, 1.0062324505349978], [1.0555510698746087, -1.9003201035051032], [1.2011903707020606, -1.0065557387713968]]",0.2
"[0.1,0.0]","[[1.067882838546558, 1.9056591110150325], [1.1602899600856782, 0.9971595944760376], [1.066464426496995, -1.906654204602188], [1.1854767438859304, -0.9977153721723997]]",0.2
"[0.1,0.0]","[[1.0647403154638135, 1.9419526216400453], [1.1823983324567215, 0.9891588177941104], [1.0798777035630875, -1.9422088865277032], [1.1775360270422977, -1.020295770168838]]",0.2
"[0.1,0.0]","[[1.091073630506234, 1.9511058045107468], [1.162533505622969, 1.0341799052959046], [1.0680338353548795, -1.9256998000599974], [1.1727095595523165, -1.0389305876645711]]",0.2
"[0.1,0.0]","[[1.0857065855926862, 1.94611556226024], [1.1406109397607, 1.0387882704662872], [1.0816483792003708, -1.961193317647909], [1.14140334805449, -1.0474142080725952]]",0.2
"[0.1,0.0]","[[1.0935790662212337, 2.01649054562334], [1.1364442162834587, 1.092574022582596], [1.0979865866635927, -1.9973950002343914], [1.1465430523890499, -1.0531217807619386]]",0.2
"[0.1,0.0]","[[1.0944906846130353, 1.9977216461053673], [1.1238386294396654, 1.0769021875913483], [1.0904961890027862, -2.01384755442131], [1.1603333107490397, -1.0816104383256848]]",0.2
"[0.1,0.0]","[[1.1312266317627957, 1.9832622887170988], [1.1332717164758443, 1.071521553851462], [1.1144224009938664, -1.987257969626603], [1.1385693111487722, -1.1040087567777626]]",0.2
"[0.1,0.0]","[[1.1245849846359648, 2.0047939387732883], [1.1244031351628792, 1.0917193575473723], [1.5011661631843287, -0.017389141869207314], [1.1178681523234404, -2.032788928973314], [1.1220949365676076, -1.1118782461771897]]",0.2
"[0.1,0.0]","[[1.1242657083574246, 2.043938709639486], [1.0979411334998517, 1.1366270190860228], [1.4885876249229435, 0.029983892351814617], [1.1204305845385103, -2.0790308575823735], [1.117945267534985, -1.1323923360822676]]",0.2
"[0.1,0.0]","[[1.1364406512102028, 2.0557913850897562], [1.1039634098563216, 1.138183896735592], [1.4684641587435328, 0.006122404758197243], [1.118071716785756, -2.0540387934289095], [1.0954722708019244, -1.1492868130768903]]",0.2
"[0.1,0.0]","[[1.1299835970033114, 2.095466129363307], [1.1089040613732624, 1.144796482639379], [1.4364171506913885, 0.0009140175394025019], [1.1563160576404738, -2.087511320009736], [1.1005804877135066, -1.1523363086602767]]",0.2
