move,observations,time step
"[0.1,0.0]","[[1.047652425210403, -1.3523358400106236], [1.251643061362974, -2.2379705163896357], [1.0138773190977206, 1.3443312806473138], [1.247665962619593, 2.226386381089105]]",0.2
"[0.1,0.0]","[[1.0271202351924968, -1.3472453799595117], [1.2706792013575057, -2.2242963017107327], [1.0217744929198018, 1.343714547606572], [1.255783177639789, 2.2273840351914345]]",0.2
"[0.1,0.0]","[[1.010711893881975, -1.3639700054272743], [1.289787593911298, -2.1970885120512436], [1.0125081998143446, 1.352427679163019], [1.2726981740793215, 2.2522141387356878]]",0.2
"[0.1,0.0]","[[1.0206476781736602, -1.3902730653179765], [1.2899633527537993, -2.250943105348243], [1.025277612996631, 1.3928419250447415], [1.287545525919529, 2.28775568125359]]",0.2
"[0.1,0.0]","[[0.9988224120517247, -1.4219105234152625], [1.2934533725520703, -2.256342405587747], [1.0040238587133465, 1.3867075916497784], [1.3019811879692478, 2.2864615173638896]]",0.2
"[0.1,0.0]","[[1.0172571468879046, -1.4194039328825165], [1.3214406394032419, -2.283189848167119], [1.0293996441351008, 1.4088287909663304], [1.313169304094814, 2.2884883391555197]]",0.2
"[0.1,0.0]","[[1.017507774283792, -1.4327922757964404], [1.3310048935905738, -2.3098418289552978], [0.9888346975597827, 1.4399453760924235], [1.3221868358419595, 2.2845031451310502]]",0.2
"[0.1,0.0]","[[1.483451866613034, -0.7074539664326057], [1.0192633711433239, -1.4782401208302276], [1.3552690773529752, -2.295351540431594], [1.485604888582972, 0.7324318763615109], [1.0108782281799247, 1.4843219859149008], [1.328956417127925, 2.3276260613059025]]",0.2
"[0.1,0.0]","[[1.4754561369486772, -0.7595020407639282], [1.0057822213366492, -1.498431586033834], [1.3515882269834218, -2.3147072308461674], [1.4644032202237778, 0.7338673892329977], [0.9980099932636045, 1.4888234061383594], [1.3464683671926825, 2.3267340738531206]]",0.2
"[0.1,0.0]","[[1.4564675633496489, -0.7530271058315359], [0.985671503121942, -1.5202968109002222], [1.3616845214543252, -2.333624502787772], [1.456193626606424, 0.7450694146856449], [0.9765954176593746, 1.5079045826805129], [1.3617145369228703, 2.324030288363338]]",0.2
"[0.1,0.0]","[[1.4381740028502685, -0.7830474492342581], [1.0194451399780855, -1.5262233804891603], [1.3778182901439517, -2.347101815941394], [1.4509836132770095, 0.7638902501930467], [1.0016957664424424, 1.5382170786251563], [1.3804680992201361, 2.340511155949433]]",0.2
"[0.1,0.0]","[[1.4368748594190444, -0.8192522073554087], [1.015620330554042, -1.5550160658299788], [1.38884430733559, -2.369792655576172], [1.400786608705869, 0.744075700847462], [0.9782805643901903, 1.5506146569448502], [1.3929817142072487, 2.2968307755274777]]",0.2
"[0.1,0.0]","[[1.4211876638230012, -0.8016506392009626], [1.0021421513225628, -1.6228633012907019], [1.406145779356189, -2.3319627726436005], [1.3997340806073815, 0.76972080253101], [0.9889611412027813, 1.5538237233827714], [1.3963447124213044, 2.3591173019875025]]",0.2
"[0.1,0.0]","[[1.3939882977915161, -0.8017815360261328], [1.001222642088498, -1.6177130828376158], [1.440395932140924, -2.3610295411495463], [1.3999034477861876, 0.79903006322445], [1.0134636369793093, 1.5919109875871271], [1.4249210844591833, 2.385065003024403]]",0.2
"[0.1,0.0]","[[1.3830323934648734, -0.820064486047074], [1.003715297156563, -1.6158360292423262], [1.4415919055740698, -2.3746784633152425], [1.387184174225825, 0.7859014616959374], [0.9921722612965361, 1.6226233918910173], [1.4476294689557863, 2.3880866662790328]]",0.2
"[0.1,0.0]","[[1.3726885018071928, -0.7893346144300334], [1.0171936449236465, -1.6216123990236693], [1.4767373073751602, -2.396571338823234], [1.3755774892473922, 0.7744899542118706], [1.0033268796487178, 1.6167039318456289], [1.464547244572113, 2.3668557963564463]]",0.2
"[0.1,0.0]","[[1.3654955377074405, -0.8223809687664418], [1.0113487000393317, -1.6660487831347397], [1.4761396351500757, -2.3580815769552457], [1.3439779902066817, 0.8412815457819585], [0.9819664473017388, 1.637319564836404], [1.4716985652277583, 2.3994613863309717]]",0.2
"[0.1,0.0]","[[1.353632001958239, -0.8242915540077393], [1.0126037438026867, -1.6675770628497393], [1.4910520437442356, -2.405280951428229], [1.3488005044791402, 0.8644025256530359], [1.009263507191726, 1.6743559674204622], [1.4913237302343811, 2.3943995604237323]]",0.2
"[0.1,0.0]","[[1.3386461980174924, -0.8472499223677887], [1.0264855222715836, -1.7003650257902798], [1.3093203440517032, 0.8494325293355531], [1.0109829267860522, 1.6844815843068581], [1.5031212864524746, 2.4110679144042253]]",0.2
"[0.1,0.0]","[[1.3342837142574284, -0.867031452553379], [1.0177455259712407, -1.7133408276923332], [1.3177446582587047, 0.8437562176270377], [0.9858387402968781, 1.6978990357533361]]",0.2
"[0.1,0.0]","[[1.3139732784282787, -0.869727301783493], [1.0181918579827234, -1.7073226585804615], [1.292917022525164, 0.852273875888272], [1.0154570770045936, 1.7021731242837495]]",0.2
"[0.1,0.0]","[[1.3003959989866518, -0.8981966106637458], [1.0264023821743977, -1.8094850423794702], [1.2884451047393173, 0.8729524087755255], [0.9981467509390392, 1.732847961839534]]",0.2
"[0.1,0.0]","[[1.2884877948644147, -0.8817872186536355], [1.0146411096725454, -1.8215394622760879], [1.2838569217527087, 0.9190273188410111], [1.029371581473566, 1.7744881777314858]]",0.2
"[0.1,0.0]","[[1.2754279800903363, -0.9138987884253705], [1.0339998133778416, -1.8012923568022539], [1.2833255463874453, 0.9128533231984328], [1.0195080916219699, 1.7881070640540382]]",0.2
"[0.1,0.0]","[[1.2479543045375028, -0.9120897369343829], [1.0186067817371716, -1.7973872208061865], [1.2306947448287087, 0.9313145996580817], [1.0117713517742606, 1.7938844125975046]]",0.2
"[0.1,0.0]","[[1.2415509403725355, -0.9359721810422622], [1.0272055542653122, -1.8272104657728134], [1.267740559787853, 0.9203274875937959], [1.037536279667484, 1.8381909163396009]]",0.2
"[0.1,0.0]","[[1.2411707295869827, -0.9474678651430886], [1.0478772436128625, -1.8255018916340666], [1.2409911012196297, 0.9376313518477822], [1.0281961703559859, 1.8319198863908785]]",0.2
"[0.1,0.0]","[[1.2172731216543067, -0.9540841834020175], [1.0536838772441455, -1.8451849258305], [1.2153437545062904, 0.9634074615233095], [1.0419827560025108, 1.8788211411790787]]",0.2
"[0.1,0.0]","[[1.2080939133867379, -0.9864549486419386], [1.0559648101395862, -1.8835247061313594], [1.1997453719195954, 0.9757479343679805], [1.0392611413663622, 1.8680940316531551]]",0.2
"[0.1,0.0]","[[1.2093813619701546, -1.0069343185781492], [1.05878099375569, -1.9078004734181424], [1.207674766035006, 0.980417753263335], [1.0571203496564976, 1.8948045851594226]]",0.2
"[0.1,0.0]","[[1.1753892344855947, -0.9745220640318942], [1.0677978383275288, -1.9299088298324725], [1.20190557849468, 0.9942584718076553], [1.0685778089044249, 1.9077436039985427]]",0.2
"[0.1,0.0]","[[1.185918835939558, -1.0236916811791748], [1.0562903508916461, -1.9189414804949594], [1.1734603355197506, 0.9714704335692687], [1.0666462751415606, 1.9518621801072193]]",0.2
"[0.1,0.0]","[[1.1810960155366734, -1.0421103397994946], [1.0817604296994572, -1.9606993602236147], [1.1557592960738596, 1.0149122392986571], [1.082055329803381, 1.9649384596922181]]",0.2
"[0.1,0.0]","[[1.1587463729491148, -1.0206314250393076], [1.072296635542528, -1.955389444110664], [1.1173586836769493, 1.061270056868022], [1.0861282004116428, 2.002433278124207]]",0.2
"[0.1,0.0]","[[1.1438715110385178, -1.055157815158267], [1.1032312206687611, -2.002977103490751], [1.139319298387208, 1.0450492207399686], [1.0814438712998569, 1.9839511873350972]]",0.2
"[0.1,0.0]","[[1.1384435039367997, -1.099064598915084], [1.1024850783694653, -1.994234334151972], [1.126987524558271, 1.0501004540444334], [1.1009722465895095, 2.022917720288618]]",0.2
"[0.1,0.0]","[[1.132591137413597, -1.0863056274312264], [1.1081167746428688, -2.0169335048234744], [1.1032248305215608, 1.0688417317084318], [1.1035125085983342, 2.0095990704714763]]",0.2
"[0.1,0.0]","[[1.1283977248571277, -1.0941082893230385], [1.1021339536069916, -2.017051131266847], [1.1018405755523073, 1.1155657806050001], [1.1179982308777192, 2.0335982901160783]]",0.2
"[0.1,0.0]","[[1.1149703961167057, -1.1140141375024757], [1.1517606283791761, -2.0283824043671634], [1.4765464916976638, 0.007514028450571157], [1.099609556782309, 1.1069982520605586], [1.1256385498716983, 2.0325243017395755]]",0.2
"[0.1,0.0]","[[1.1140093987397777, -1.1337673992551969], [1.1474020800251545, -2.065349496646727], [1.4631204195008263, 0.013293541560500523], [1.1107133543351753, 1.1511219718159484], [1.145427008914944, 2.0749163133796475]]",0.2
"[0.1,0.0]","[[1.102381054210445, -1.1340675118073853], [1.1475114982645254, -2.090093131880195], [1.4468412886475737, 0.028054969315569365], [1.084796492135722, 1.1731461265556111], [1.1537570106068673, 2.076552462392116]]",0.2
"[0.1,0.0]","[[1.0914012024385862, -1.1627007925137192], [1.168966273816274, -2.09182257423047], [1.4423091205282106, 0.004650761681584778], [1.0846157570845119, 1.1543277016870002], [1.1561777903850885, 2.0947699114124805]]",0.2
"[0.1,0.0]","[[1.0790133983965742, -1.2293218154817676], [1.1658844431720936, -2.1029200370818613], [1.3816031154161552, -0.01873721488494257], [1.0758314410851184, 1.206599909989286], [1.1607823460897346, 2.119712907212278]]",0.2
"[0.1,0.0]","[[1.0748947980559576, -1.2251141097694629], [1.1727154470802141, -2.118144069628043], [1.387323639162308, 0.02459349542005021], [1.082668401199766, 1.201562852236102], [1.168161549462753, 2.1265005497906273]]",0.2
"[0.1,0.0]","[[1.0854705464106282, -1.2034185002629516], [1.1936867595683558, -2.111384521432445], [1.3632051046280254, 0.005160978500785423], [1.0741525447237692, 1.2308216996131005], [1.1825228579528413, 2.1571113916034057]]",0.2
"[0.1,0.0]","[[1.0708445596702008, -1.2371163347690286], [1.2045822602209082, -2.1497862701581134], [1.3336945209810307, -0.009637440687409984], [1.030776503421143, 1.2682396773053912], [1.1876449112414451, 2.1399280124704982]]",0.2
"[0.1,0.0]","[[1.0509636383595027, -1.2617038432758219], [1.213931960954507, -2.162885861536591], [1.321673788125614, -0.03151675750662026], [1.0399347504546264, 1.2683997406919332], [1.1957814528011976, 2.163654182466345]]",0.2
"[0.1,0.0]","[[1.051442944553469, -1.2608634072662501], [1.2215200341687347, -2.1827598174335137], [1.2873775740729623, -0.04086091895809041], [1.038601842764125, 1.256781821633272], [1.2313553659908616, 2.1811088022517455]]",0.2
"[0.1,0.0]","[[1.0661805531899724, -1.3165785619044394], [1.2229246119209183, -2.204768948772776], [1.2729958973853437, 0.003381384275837766], [1.0335824804180396, 1.271794675960681], [1.2321070350995311, 2.2146376077645793]]",0.2
"[0.1,0.0]","[[1.0354272054018332, -1.3292751090326052], [1.2601681810618286, -2.1894503720241074], [1.2545631262769072, 0.011224010512904115], [1.035546039921192, 1.3196908044290574], [1.2361185445649827, 2.24823187795532]]",0.2
"[0.1,0.0]","[[1.0339406627378493, -1.3361186326885997], [1.2488284358975297, -2.233720654526952], [1.2442538691314011, 0.008842546837558762], [1.0178528833348623, 1.3614936831404219], [1.2537662060204395, 2.2242609456394384]]",0.2
"[0.1,0.0]","[[1.029588889086353, -1.3691422812059004], [1.2658558630587542, -2.234780265843043], [1.2255499295532302, 0.008547529680404294], [1.0064060839470044, 1.3387491512151626], [1.2688828661247198, 2.2219938809902087]]",0.2
"[0.1,0.0]","[[1.0179613023103622, -1.3877002508500793], [1.287161392365056, -2.2535802927409305], [1.192595992455576, 0.008599886139293567], [1.0197451792251386, 1.3640665544823518], [1.2799332126809877, 2.2223838409207533]]",0.2
"[0.1,0.0]","[[1.0318196590944042, -1.3511714357997051], [1.3040182397536806, -2.2407379488051724], [1.1806785062928362, -0.018935839496229005], [1.0259834612194205, 1.408092683956912], [1.2850295451662952, 2.276400552493489]]",0.2
"[0.1,0.0]","[[1.0205505341912964, -1.4053503170081085], [1.3124108479258125, -2.2820016141684802], [1.1612844797904012, 0.025433482099303448], [1.000456348758753, 1.402319881484295], [1.3086047201130493, 2.252707839671507]]",0.2
"[0.1,0.0]","[[0.9994624135901152, -1.4440554167967008], [1.3074665401126924, -2.301794154330666], [1.1453459553207443, 0.017538027284169384], [1.0096682262286865, 1.4440903421414164], [1.3123506658095425, 2.284458534959089]]",0.2
"[0.1,0.0]","[[1.010208396712594, -1.4695935210880415], [1.3291368914366224, -2.29451482452732], [1.1138048134620573, -0.03115409637926489], [1.509882033590809, 0.7251571038183109], [1.0255357442956887, 1.4579932426564615], [1.3324144115607062, 2.2649994895486585]]",0.2
"[0.1,0.0]","[[1.0258929917446937, -1.475439279932911], [1.3525253491357456, -2.3032264920635637], [1.1006311950157024, -0.005750515313145997], [1.4849690880208837, 0.7640522452743558], [1.0101949325081225, 1.4994663758088047], [1.3293602142791716, 2.329928689704889]]",0.2
"[0.1,0.0]","[[1.0107624560538124, -1.486825179511529], [1.3533869719519886, -2.313464977664971], [1.0919905770854035, -0.019562933051137196], [1.472708957563137, 0.7285747506866187], [0.9986532438922181, 1.4799066398326777], [1.3421578217718682, 2.2945539863442117]]",0.2
"[0.1,0.0]","[[1.0014650561672127, -1.4914493448562063], [1.372407798427627, -2.320294607951711], [1.0566940445195017, -0.00352876253333029], [1.45063437854304, 0.7591145143873187], [1.0113476250914764, 1.5141349406471967], [1.3748433607903376, 2.2991783185419434]]",0.2
"[0.1,0.0]","[[0.998745516375927, -1.5119225640689256], [1.3804015249852584, -2.368935018222243], [1.0427291807022998, 0.01750416954092757], [1.4245943422730236, 0.7695892229457348], [1.0058127267741523, 1.533222445036526], [1.3834684507543336, 2.355135581989751]]",0.2
"[0.1,0.0]","[[1.0118522761162796, -1.545008139251502], [1.4048713126369132, -2.365685308074699], [1.0165889988784158, -0.016315027645661367], [1.4281995491027788, 0.7569942614945946], [0.9850543715898089, 1.5460844267218017], [1.3674690521506705, 2.365277481875373]]",0.2
"[0.1,0.0]","[[1.0053729326613154, -1.5642972779641533], [1.407978816144429, -2.325718855976677], [1.0124698389942253, -0.026677230868546807], [1.427925266402163, 0.7702614504016276], [0.990632205023739, 1.5775406929725135], [1.4031942107143272, 2.3546341842638707]]",0.2
"[0.1,0.0]","[[1.0154538860641908, -1.538233754232602], [1.4253167185875053, -2.340347399082724], [0.9855979756208098, 0.005213379570781369], [1.4006900881232347, 0.8057853756705928], [0.988337252046308, 1.6154762811467498], [1.434488427155792, 2.381654390143852]]",0.2
"[0.1,-0.1]","[[1.018322587194735, -1.56863003723052], [1.4397285373462858, -2.3340262763407016], [0.9745536824815559, 0.023572566779746434], [1.4013624218599485, 0.8206951866067453], [0.9750968937466142, 1.6267287526473293], [1.426522548944078, 2.439453868000795]]",0.2
"[0.1,-0.1]","[[0.9959607989613312, -1.5530973141135582], [1.4682281040134635, -2.3268817727420834], [0.9419919328662506, 0.05037981905607673], [1.379168908301427, 0.8563419794234508], [1.0069790902589604, 1.710070628938732], [1.446309344716436, 2.434360579181936]]",0.2
"[0.1,-0.1]","[[0.98994850547235, -1.5322186344262463], [1.4613496072251766, -2.32522148232565], [0.9312578823673462, 0.07146682899764852], [1.3651107527703525, 0.8842296813017633], [0.9993408628551749, 1.7303678188569371], [1.4745933285360011, 2.5036755462676945]]",0.2
"[0.1,-0.1]","[[1.0064323808827118, -1.5492822071808463], [1.481474804117111, -2.304053167324113], [0.904188429906993, 0.11410307070174351], [1.3602589468329815, 0.9619647254684921], [0.9947770150204763, 1.7502752170592912], [1.4970354250367583, 2.4803731015106525]]",0.2
"[0.1,-0.1]","[[1.0023411616887692, -1.5569410089521984], [1.5190274988401842, -2.2582604691662778], [0.872720113462095, 0.12964539613868614], [1.3097344357677896, 0.9705939645697419], [1.0142790129490165, 1.7855186026873349]]",0.2
"[0.1,-0.1]","[[0.9875293247293214, -1.565413400554548], [0.8515236510185193, 0.11913615289137329], [1.3158494927275017, 1.00554400077806], [1.021093019598772, 1.8516569588217473]]",0.2
"[0.1,-0.1]","[[1.0231798343540777, -1.540485332266181], [0.859843740404213, 0.1993044762094723], [1.3020466987095005, 1.0250356852914946], [1.0205145462133134, 1.8861256954453682]]",0.2
"[0.1,-0.1]","[[1.015537499942911, -1.5878671528898056], [0.8124644019799009, 0.18636823785230117], [1.3090181749184002, 1.0761222640934236], [1.0255156611472906, 1.92702295479388]]",0.2
"[0.1,-0.1]","[[0.9859597850147455, -1.5922629246780262], [0.8145761988834589, 0.22158238022448148], [1.3008373803240971, 1.0959800304873228], [1.0232341323946132, 1.981672206116807]]",0.2
"[0.1,-0.1]","[[1.0076832809379446, -1.5695403464313171], [0.7726014606348811, 0.25864496915671287], [1.2984292346218789, 1.1353734677645666], [1.0465784923508297, 2.00466673195541]]",0.2
"[0.1,-0.1]","[[1.0065019379835147, -1.5802449594955517], [0.7593116244457025, 0.25657948211677034], [1.2725745168953484, 1.1540099999622906], [1.0407229864056564, 2.0338174198168004]]",0.2
"[0.1,-0.1]","[[1.0076442885382946, -1.5887725356600064], [0.7524973280227367, 0.30956797946295855], [1.2672801467417356, 1.1940928551356718], [1.064461641277794, 2.0713076423994523]]",0.2
"[0.1,-0.1]","[[1.0140634351571238, -1.5641045156374171], [0.7174110455170192, 0.30720067782409], [1.2444415097092896, 1.210451978642222], [1.0504292908158253, 2.0957889344196277]]",0.2
"[0.1,-0.1]","[[1.0217868235658583, -1.5840692824824276], [0.7014060446850509, 0.37020841404177646], [1.2506940237970836, 1.273481870464675], [1.0801211109519413, 2.1396465697663953]]",0.2
"[0.1,-0.1]","[[0.9975672852502826, -1.5710216783655573], [0.7094642680688735, 0.3944123329414693], [1.2525783801304344, 1.3161135863025804], [1.0876614835509912, 2.2058802884609583]]",0.2
"[0.1,-0.1]","[[1.01727912945205, -1.5695631406649904], [0.6662000398241725, 0.37908419650735464], [1.26115697744769, 1.3636410210812928], [1.1055133747948902, 2.239049049073104]]",0.2
"[0.1,-0.1]","[[1.0129978451583086, -1.6119933125566874], [0.6531486226584524, 0.46291982843138024], [1.2244831971083165, 1.3508262526684414], [1.1149388885281248, 2.2560531871614264]]",0.2
"[0.1,-0.1]","[[1.0133468907771628, -1.5709642874979184], [0.6279123166641997, 0.49395633465882854], [1.2508502334137748, 1.4145874560539418], [1.1095949688235274, 2.266342090898882]]",0.2
"[0.1,-0.1]","[[1.0138696634898947, -1.591280535145173], [0.6242411974535841, 0.5051911199921124], [1.235640413823789, 1.4581975139651349], [1.143036718617905, 2.305771427290975]]",0.2
"[0.1,-0.1]","[[1.0059400935904523, -1.593104852588947], [0.5969985891534553, 0.5318863509839638], [1.2418678730196953, 1.4923734031342404], [1.1401286298461468, 2.3479221641770693]]",0.2
"[0.1,-0.1]","[[1.0076275274456703, -1.5578561808619618], [0.5851468672365775, 0.5577656294240809], [1.2447060294429393, 1.5282030556799833], [1.1650124771458519, 2.3574535112645503]]",0.2
"[0.1,-0.1]","[[1.0018796267928824, -1.5627128699008586], [0.5620910170803533, 0.6119740806859912], [1.2318422410361973, 1.5397792084371822], [1.179712916926642, 2.4245075709158206]]",0.2
"[0.1,-0.1]","[[1.020702415306286, -1.5307572050363247], [0.5466888201195423, 0.6355838471234251], [1.2231487306398814, 1.5756468499480314], [1.1966286683789544, 2.439808584655761]]",0.2
"[0.1,-0.1]","[[1.0024337558108134, -1.5549079365260212], [0.5351644177674263, 0.6992202793556974], [1.2347983204761537, 1.6252924157462147], [1.2173070702252204, 2.451040922189049]]",0.2
"[0.1,-0.1]","[[1.0095149595159474, -1.5498123604470107], [0.5137720826685395, 0.7552092140289687], [1.2361628571552126, 1.6395010017415714], [1.226957040722492, 2.500748724740726]]",0.2
"[0.1,-0.1]","[[0.995509294828879, -1.562470929355881], [1.4728324410895408, 0.6163832053922657], [0.5040843869229344, 0.8146514527656734], [1.2135401124193768, 1.7019028544822696], [1.233795054604529, 2.5001375170224036]]",0.2
"[0.1,-0.1]","[[1.0234430612748984, -1.5927833090838897], [1.4759719967568263, 0.6699055369847996], [0.4847988770153801, 0.8341209739655328], [1.2249169708549659, 1.7410051328079208], [1.2432774684967438, 2.5915626808712946]]",0.2
"[0.1,-0.1]","[[0.9970314271362968, -1.5838543314892575], [1.4607160102684462, 0.6682384578056766], [0.4668937523871574, 0.9025492873665661], [1.2339303629054414, 1.8063179600795276], [1.273183491068979, 2.578700493073459]]",0.2
"[0.1,-0.1]","[[1.0233996336832651, -1.541813181911761], [1.4274596119029266, 0.7009484636704484], [0.45629310255976985, 0.935584457235282], [1.252945081253521, 1.8267964471186406], [1.3054245343624171, 2.6237869796873245]]",0.2
"[0.1,-0.1]","[[1.017682237377055, -1.5566266035974397], [1.4377001915155936, 0.7670601148301004], [0.44080239265315224, 1.0349126082162277], [1.2418957928735133, 1.848990955982206], [1.3213158802143596, 2.6534183409656]]",0.2
"[0.1,-0.1]","[[0.9894557644291296, -1.5687085600275472], [1.421723037537339, 0.7744444753876031], [0.44413888432874915, 1.0664749216935698], [1.2452481667701656, 1.860838337577236], [1.3390753100336932, 2.6764018306856636]]",0.2
"[0.1,-0.1]","[[1.0169515126629196, -1.5662306859814554], [1.4127861649806543, 0.7913561570598853], [0.4254838147320145, 1.1434212430806323], [1.2718612895084798, 1.9291000728501622], [1.3528507534500875, 2.689293474700046]]",0.2
"[0.1,-0.1]","[[1.001040302809034, -1.568415517347473], [1.3963070429192082, 0.8337483930867832], [0.40939912708483656, 1.2329374705519291], [1.2798263268877148, 1.9503805094534896], [1.3673032800669804, 2.7006546019829125]]",0.2
"[0.1,-0.1]","[[0.9838244916658323, -1.5724431262288525], [1.3724635074763003, 0.8667160416138436], [0.41449059140970507, 1.2641820645776531], [1.291333179602285, 1.9976614736057765], [1.3721126385796922, 2.785023763501762]]",0.2
"[0.1,-0.1]","[[1.015104050326765, -1.5615239372797405], [1.3545695593919949, 0.910462154283177], [0.38285167395775055, 1.3210300626351577], [1.28755164944697, 2.0038840151306787], [1.3986969255937525, 2.7843231487198916]]",0.2
"[0.1,-0.1]","[[1.008315513928068, -1.5598929923527411], [1.3507907537446011, 0.9003652334449218], [0.41408847241534197, 1.3545266440243202], [1.2956222674726259, 2.0400927164178935], [1.3915992775470365, 2.8213922241722194]]",0.2
"[0.1,-0.1]","[[1.0246485289251297, -1.5679861040358787], [1.3299466932589858, 0.9443500227010607], [0.4069277148820686, 1.4428266478244949], [1.3224749746953888, 2.07877500224009], [1.453230263724862, 2.823595597272441]]",0.2
"[0.1,-0.1]","[[1.495791534254365, 0.24019413604867687], [1.006919746653599, -1.5746439880374332], [1.3239761463521935, 0.9755625346687432], [0.41257348137955985, 1.5313709076552517], [1.3017910517041555, 2.104004323055558], [1.4504050635957104, 2.8688524904487456]]",0.2
"[0.1,-0.1]","[[1.4614316030618812, 0.3034742144737021], [1.0113611224430246, -1.5431056289974483], [1.3119096217089203, 1.0431988357873327], [0.40314596456210144, 1.6192617478856806], [1.3161347290841774, 2.1763292741036038], [1.4691567971079245, 2.8622310409617326]]",0.2
"[0.1,-0.1]","[[1.4469420063573737, 0.3238656198763662], [0.9970869951592395, -1.5498252590857213], [1.3202337580431467, 1.0472468532040582], [0.41000281840785724, 1.6636596773872794], [1.3474488473642448, 2.2019336360658746], [1.494029728192445, 2.919101065532575]]",0.2
"[0.1,-0.1]","[[1.422709820658394, 0.33578381796634205], [0.9936880861404683, -1.5674310361337405], [1.3000388086054397, 1.1111503742670141], [0.41472419524192605, 1.714878462036639], [1.340899417355381, 2.2311371258517125]]",0.2
"[0.1,-0.1]","[[1.409591023524082, 0.3768183106195916], [0.990162997643695, -1.5488324065143129], [1.2803937165184487, 1.1216244449548067], [0.40591950605005545, 1.7855507398269448], [1.3487305560230205, 2.2402425553573613]]",0.2
"[0.1,-0.1]","[[1.3854942232511307, 0.3589356109957792], [1.0033263587463637, -1.5260365678353358], [1.2832875411840308, 1.1666854832525915], [0.41698462717715845, 1.8673576615438796], [1.3775944424624285, 2.2829260755829854]]",0.2
"[0.1,-0.1]","[[1.3671366966404352, 0.4144001118559851], [1.009769753417451, -1.5607603717850675], [1.2584265824768819, 1.188545941658025], [0.4189519272339035, 1.940242580661498], [1.3765025903016774, 2.322475512712322]]",0.2
"[0.1,-0.1]","[[1.340223977913504, 0.436604945617601], [1.0161628851725997, -1.558555422456579], [1.2733065572578768, 1.2120200276565372], [0.4207506681189318, 1.9899544956000805], [1.3693764426951418, 2.3338746202511484]]",0.2
"[0.1,-0.1]","[[1.3354032945376677, 0.46989897466723696], [1.0248625435875558, -1.5469132048552698], [1.2489523428785791, 1.2237244113925996], [0.4310516584479878, 2.0474421115631016], [1.410216104886284, 2.398950952704128]]",0.2
"[0.1,-0.1]","[[1.2975424448789623, 0.4996769054530851], [1.0037964031724202, -1.552994688693492], [1.2521346008158245, 1.3066324113872818], [0.45231752987947743, 2.1235814905129353], [1.4207475832393375, 2.409988754492609]]",0.2
"[0.1,-0.1]","[[1.2996211726529325, 0.5181460067137751], [1.0119526411098971, -1.5589341539617663], [1.243907471141333, 1.3140458119460752], [0.45665273095953596, 2.1929326310046426], [1.4404267240853013, 2.4400191810988114]]",0.2
"[0.1,-0.1]","[[1.2762409584505185, 0.5624370708180565], [1.0172538380135263, -1.564355697522696], [1.2286810931643506, 1.3808299421750436], [0.47294710130861956, 2.247243467236499], [1.446615106946605, 2.4761917745421327]]",0.2
"[0.1,-0.1]","[[1.2571009902494295, 0.5744962419235536], [1.0175253473096875, -1.551927457825151], [1.226061253170499, 1.407236027136434], [0.4815052343253164, 2.262155908823726], [1.4642422767034664, 2.4779024590790537]]",0.2
"[0.1,-0.1]","[[1.2418697539048946, 0.6024763843634429], [1.0071265186981937, -1.5854008161478181], [1.2088900772594875, 1.4236725470841902], [0.491544157363883, 2.3518694517289997], [1.4974299954456038, 2.549686117436454]]",0.2
"[0.1,-0.1]","[[1.2277921315470672, 0.6442896572662424], [1.0062259332048802, -1.5642496839762012], [1.2344047588418137, 1.4861930448167937], [0.5053856714683324, 2.3600699502189597]]",0.2
"[0.1,-0.1]","[[1.5101444381165425, -0.4145238933164042], [1.2207664869990702, 0.6546945789408732], [0.993700385653416, -1.5801079391401531], [1.2152849839670363, 1.4714069180035056], [0.5329401575407164, 2.4319742202090704]]",0.2
"[0.1,-0.1]","[[1.4725516527680698, -0.3945812598738551], [1.2072017891850968, 0.6711367697094551], [1.0229909221484996, -1.5836121113413748], [1.2175544800344713, 1.5379066049323724], [0.5560874126885603, 2.4472258798262305]]",0.2
"[0.1,-0.1]","[[1.4537185896525349, -0.3881892138188807], [1.1907194474903557, 0.7251240706824551], [0.996581027546898, -1.559200372427635], [1.224742613442765, 1.617936972899474], [0.5486933841542102, 2.520693257888727]]",0.2
"[0.1,-0.1]","[[1.435894304616646, -0.36770749277734305], [1.1710764848236304, 0.7731803634773855], [1.0073672213397038, -1.5349338580987664], [1.2281368598047138, 1.6124830334705726], [0.5816602681387077, 2.5500688329305876]]",0.2
"[0.1,-0.1]","[[1.4053921792679598, -0.3720943786207385], [1.1610438753687908, 0.8073395663108069], [0.9984553055890772, -1.5697784367962044], [1.2231926076714514, 1.662189594871733], [0.5895885258647431, 2.6049843230891034]]",0.2
"[0.1,-0.1]","[[1.4197133786986513, -0.33420943382441537], [1.1253570479258974, 0.8052868502193742], [1.0114116346063255, -1.5520019451412008], [1.2167742128268717, 1.67308243479795], [0.6132134608054086, 2.656960454099075]]",0.2
"[0.1,-0.1]","[[1.381290949967547, -0.2834794118441079], [1.1310341407121274, 0.8659184602972761], [1.020861483899285, -1.557997168015683], [1.223106456553723, 1.7399811551331306], [0.6476602477825043, 2.7040167934033663]]",0.2
